timestamp,session_id,user_id,ip_address,user_agent,device_fingerprint,action,city,country,latitude,longitude,is_attack,attack_type
2025-09-17T11:16:29.251432,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,75.59.81.242,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),ff64ea08416cad1b,click_button,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:21:41.586143,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,75.59.81.242,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),ff64ea08416cad1b,view_page,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:31:52.769841,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,75.59.81.242,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),ff64ea08416cad1b,login,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:39:21.464805,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,75.59.81.242,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),ff64ea08416cad1b,upload_file,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:44:12.251432,56368c6c52ee700e506fa43c7f532dba,user_9977,14.97.238.95,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,272566619659c911,submit_form,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:44:19.816591,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,75.59.81.242,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),ff64ea08416cad1b,submit_form,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:45:25.877394,56368c6c52ee700e506fa43c7f532dba,user_9977,14.97.238.95,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,272566619659c911,search,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:46:00.982114,56368c6c52ee700e506fa43c7f532dba,user_9977,14.97.238.95,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,272566619659c911,api_call,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:46:49.567847,56368c6c52ee700e506fa43c7f532dba,user_9977,14.97.238.95,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,272566619659c911,edit_profile,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:50:42.990824,56368c6c52ee700e506fa43c7f532dba,user_9977,14.97.238.95,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,272566619659c911,edit_profile,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:52:10.328369,56368c6c52ee700e506fa43c7f532dba,user_9977,14.97.238.95,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,272566619659c911,change_password,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T11:55:01.525223,56368c6c52ee700e506fa43c7f532dba,user_9977,14.97.238.95,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,272566619659c911,upload_file,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T12:04:29.386568,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,75.59.81.242,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),ff64ea08416cad1b,submit_form,Sydney,Australia,-33.8688,151.2093,0,none
2025-09-17T12:10:25.586469,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,132.8.229.251,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,25d6236dce4615aa,download_file,Mumbai,India,19.076,72.8777,1,session_hijacking
2025-09-17T12:14:46.251432,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,payment,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T12:18:10.055178,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,click_button,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T12:22:47.255955,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,132.8.229.251,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,25d6236dce4615aa,payment,Mumbai,India,19.076,72.8777,1,session_hijacking
2025-09-17T12:22:59.076162,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,132.8.229.251,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,25d6236dce4615aa,view_profile,Mumbai,India,19.076,72.8777,1,session_hijacking
2025-09-17T12:23:28.999112,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,132.8.229.251,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,25d6236dce4615aa,change_password,Mumbai,India,19.076,72.8777,1,session_hijacking
2025-09-17T12:23:58.117513,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,download_file,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T12:25:29.097706,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,132.8.229.251,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,25d6236dce4615aa,view_profile,Mumbai,India,19.076,72.8777,1,session_hijacking
2025-09-17T12:27:06.285112,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,132.8.229.251,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,25d6236dce4615aa,view_profile,Mumbai,India,19.076,72.8777,1,session_hijacking
2025-09-17T12:32:11.612460,9313e41d0e3e8b03fbbcdc17b82489c7,user_5493,132.8.229.251,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,25d6236dce4615aa,change_password,Mumbai,India,19.076,72.8777,1,session_hijacking
2025-09-17T12:45:07.312174,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,download_file,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T13:11:42.685353,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,view_page,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T13:34:03.311143,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,click_button,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T13:36:39.183478,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,submit_form,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T13:38:54.655249,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,checkout,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T13:41:55.578933,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,submit_form,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T13:46:53.665113,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,search,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T13:50:06.763726,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,view_page,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T13:54:06.776389,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,view_dashboard,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T14:02:23.069929,daedee8badff74d511572983625cb5a9,user_8546,98.154.47.40,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36,584e4a179683ed02,submit_form,Tokyo,Japan,35.6762,139.6503,0,none
2025-09-17T14:36:11.251432,d9b033b87257b60ee7f0fcfe81ee522b,user_6926,4.227.172.82,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,112a3fa533dbc97c,upload_file,Mumbai,India,19.076,72.8777,0,none
2025-09-17T14:38:26.346101,d9b033b87257b60ee7f0fcfe81ee522b,user_6926,4.227.172.82,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,112a3fa533dbc97c,view_profile,Mumbai,India,19.076,72.8777,0,none
2025-09-17T14:39:57.567815,d9b033b87257b60ee7f0fcfe81ee522b,user_6926,4.227.172.82,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,112a3fa533dbc97c,logout,Mumbai,India,19.076,72.8777,0,none
2025-09-17T14:49:48.659929,d9b033b87257b60ee7f0fcfe81ee522b,user_6926,4.227.172.82,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,112a3fa533dbc97c,click_button,Mumbai,India,19.076,72.8777,0,none
2025-09-17T14:51:03.631792,d9b033b87257b60ee7f0fcfe81ee522b,user_6926,4.227.172.82,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,112a3fa533dbc97c,payment,Mumbai,India,19.076,72.8777,0,none
2025-09-17T14:51:28.251432,eb4307fca9ccae1b80cddf70df608219,user_2641,108.89.142.113,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),f9365a38288aa5e0,view_dashboard,Singapore,Singapore,1.3521,103.8198,0,none
2025-09-17T14:54:34.251432,06dae447ad79df3966749eefac4049a1,user_4079,144.111.123.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9f908d3e4d8c4545,change_password,Berlin,Germany,52.52,13.405,0,none
2025-09-17T14:54:53.841068,eb4307fca9ccae1b80cddf70df608219,user_2641,108.89.142.113,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),f9365a38288aa5e0,checkout,Singapore,Singapore,1.3521,103.8198,0,none
2025-09-17T14:55:13.749147,06dae447ad79df3966749eefac4049a1,user_4079,144.111.123.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9f908d3e4d8c4545,upload_file,Berlin,Germany,52.52,13.405,0,none
2025-09-17T14:55:40.620438,d9b033b87257b60ee7f0fcfe81ee522b,user_6926,4.227.172.82,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,112a3fa533dbc97c,view_page,Mumbai,India,19.076,72.8777,0,none
2025-09-17T14:56:20.820329,06dae447ad79df3966749eefac4049a1,user_4079,144.111.123.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9f908d3e4d8c4545,checkout,Berlin,Germany,52.52,13.405,0,none
2025-09-17T14:56:27.082555,06dae447ad79df3966749eefac4049a1,user_4079,144.111.123.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9f908d3e4d8c4545,login,Berlin,Germany,52.52,13.405,0,none
2025-09-17T14:56:50.352665,06dae447ad79df3966749eefac4049a1,user_4079,144.111.123.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9f908d3e4d8c4545,api_call,Berlin,Germany,52.52,13.405,0,none
2025-09-17T14:56:54.927859,06dae447ad79df3966749eefac4049a1,user_4079,144.111.123.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9f908d3e4d8c4545,view_dashboard,Berlin,Germany,52.52,13.405,0,none
2025-09-17T14:56:59.382327,06dae447ad79df3966749eefac4049a1,user_4079,144.111.123.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9f908d3e4d8c4545,upload_file,Berlin,Germany,52.52,13.405,0,none
2025-09-17T14:57:12.125027,06dae447ad79df3966749eefac4049a1,user_4079,144.111.123.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9f908d3e4d8c4545,change_password,Berlin,Germany,52.52,13.405,0,none
2025-09-17T14:57:19.251432,4b80def2686d3bf00e000a8286fb486b,,177.152.17.158,Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36,5bee2d3f3afdc32b,access_page,Mumbai,India,19.076,72.8777,1,session_fixation
2025-09-17T14:57:28.003684,eb4307fca9ccae1b80cddf70df608219,user_2641,108.89.142.113,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),f9365a38288aa5e0,payment,Singapore,Singapore,1.3521,103.8198,0,none
2025-09-17T14:57:50.950166,06dae447ad79df3966749eefac4049a1,user_4079,144.111.123.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9f908d3e4d8c4545,logout,Berlin,Germany,52.52,13.405,0,none
2025-09-17T14:59:20.755666,06dae447ad79df3966749eefac4049a1,user_4079,144.111.123.35,Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36,9f908d3e4d8c4545,submit_form,Berlin,Germany,52.52,13.405,0,none
2025-09-17T14:59:30.830946,eb4307fca9ccae1b80cddf70df608219,user_2641,108.89.142.113,Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X),f9365a38288aa5e0,payment,Singapore,Singapore,1.3521,103.8198,0,none
